id 	 q 	 e 	 i 	 peri 	 node 	 TD 	 ep 
1534	0.0080	1.000	143.38	44.10	11.88	20300808.15781	20120815.000
1535	0.0041	1.000	144.98	80.72	351.72	20240306.76317	20120815.000
1536	0.0050	1.000	145.47	87.65	18.66	20270719.80567	20120815.000
1537	0.0047	1.000	145.33	84.41	321.77	20240424.59377	20120815.000
1538	0.0052	1.000	149.33	73.95	0.48	20270302.89288	20120815.000
1539	0.0049	1.000	144.73	80.90	333.77	20240920.22657	20120815.000
1540	0.0058	1.000	143.30	77.45	0.58	20300104.64722	20120815.000
1541	0.0046	1.000	142.33	96.63	346.83	20251015.60942	20120815.000
1542	0.0050	1.000	142.41	78.00	333.74	20220511.81322	20120815.000
1543	0.0048	1.000	145.28	61.32	345.84	20290218.14491	20120815.000
1544	0.0052	1.000	142.74	86.27	357.82	20261103.71288	20120815.000
1545	0.0055	1.000	149.68	81.92	355.33	20220110.82931	20120815.000
1546	0.0051	1.000	144.61	87.29	9.02	20310925.04714	20120815.000
1547	0.0051	1.000	142.72	57.15	8.57	20270927.10456	20120815.000
1548	0.0043	1.000	144.74	87.48	11.51	20261025.16632	20120815.000
1549	0.0049	1.000	144.71	87.21	6.78	20280318.82675	20120815.000
1550	0.0046	1.000	145.56	85.50	1.42	20300216.24922	20120815.000
1551	0.0055	1.000	145.33	84.29	349.34	20230216.28988	20120815.000
1552	0.0048	1.000	141.35	94.78	25.86	20270510.82811	20120815.000
1553	0.0075	1.000	142.23	83.90	339.62	20221123.33576	20120815.000
1554	0.0092	1.000	144.42	98.18	338.56	20240108.21618	20120815.000
1555	0.0059	1.000	144.11	78.61	1.24	20270504.48212	20120815.000
1556	0.0049	1.000	141.16	81.19	7.64	20301217.43081	20120815.000
1557	0.0055	1.000	142.47	87.25	1.50	20230827.52749	20120815.000
1558	0.0054	1.000	144.79	72.29	337.44	20290516.07587	20120815.000
1559	0.0047	1.000	139.94	87.30	27.75	20261202.98588	20120815.000
1560	0.0074	1.000	145.50	87.59	323.47	20300928.25321	20120815.000
1561	0.0075	1.000	144.46	82.58	7.72	20240921.61581	20120815.000
1562	0.0052	1.000	145.47	62.28	9.51	20310321.74931	20120815.000
1563	0.0047	1.000	144.87	86.61	29.02	20221221.67481	20120815.000
1564	0.0050	1.000	144.40	70.16	3.49	20230822.64904	20120815.000
1565	0.0053	1.000	139.33	84.36	7.53	20290117.86769	20120815.000
1566	0.0047	1.000	143.41	83.77	1.74	20250201.03850	20120815.000
1567	0.0052	1.000	142.84	62.56	4.43	20290929.38522	20120815.000
1568	0.0052	1.000	138.56	76.74	356.76	20260411.32281	20120815.000
1569	0.0078	1.000	138.02	41.98	342.77	20250107.22576	20120815.000
1570	0.0052	1.000	141.29	74.13	19.15	20230821.64280	20120815.000
1571	0.0074	1.000	147.14	85.23	0.74	20230523.01178	20120815.000
1572	0.0049	1.000	142.87	82.05	356.17	20280826.93169	20120815.000
1573	0.0051	1.000	137.11	83.95	1.97	20250804.57870	20120815.000
1574	0.0050	1.000	146.63	83.54	352.23	20290929.84622	20120815.000
1575	0.0073	1.000	142.45	83.82	9.34	20271119.21701	20120815.000
1576	0.0053	1.000	145.79	73.89	357.34	20230101.55709	20120815.000
1577	0.0051	1.000	144.67	78.47	331.04	20240211.66612	20120815.000
1578	0.0047	1.000	142.65	76.38	0.56	20230314.96072	20120815.000
1579	0.0055	1.000	142.56	84.32	334.32	20220128.94604	20120815.000
1580	0.0051	1.000	143.20	79.57	8.64	20260213.43189	20120815.000
1581	0.0099	1.000	145.80	93.29	16.75	20301027.86374	20120815.000
1582	0.0048	1.000	142.93	88.81	9.17	20260904.12752	20120815.000
1583	0.0051	1.000	142.77	85.82	5.03	20240124.29959	20120815.000
1584	0.0068	1.000	140.48	34.22	0.95	20230506.08152	20120815.000
1585	0.0051	1.000	142.11	80.83	15.67	20260617.72640	20120815.000
1586	0.0045	1.000	143.80	81.18	13.94	20250328.01172	20120815.000
1587	0.0076	1.000	144.62	62.93	9.29	20230429.81654	20120815.000
1588	0.0050	1.000	144.43	86.95	329.31	20240530.33449	20120815.000
1589	0.0053	1.000	137.14	83.29	351.90	20231007.24861	20120815.000
1590	0.0047	1.000	142.40	85.20	6.67	20250929.62281	20120815.000
1591	0.0054	1.000	143.52	82.46	2.46	20290427.72843	20120815.000
1592	0.0046	1.000	141.47	74.02	1.29	20270402.23220	20120815.000
1593	0.0063	1.000	142.96	96.49	13.45	20240118.03913	20120815.000
1594	0.0083	1.000	142.64	84.41	5.65	20291107.52748	20120815.000
1595	0.0066	1.000	140.99	83.51	1.11	20260710.09260	20120815.000
1596	0.0052	1.000	144.71	60.19	343.12	20250512.26914	20120815.000
1597	0.0049	1.000	140.04	76.52	347.85	20281130.96597	20120815.000
1598	0.0055	1.000	143.95	88.57	353.97	20290505.01497	20120815.000
1599	0.0051	1.000	142.94	72.66	1.46	20300428.77912	20120815.000
1600	0.0055	1.000	142.24	85.22	6.17	20301023.57910	20120815.000
1601	0.0055	1.000	144.72	89.61	332.75	20270122.65677	20120815.000
1602	0.0055	1.000	144.69	87.19	2.27	20310101.73140	20120815.000
1603	0.0095	1.000	140.46	65.26	0.78	20271015.16619	20120815.000
1604	0.0050	1.000	145.10	84.60	8.33	20240913.65039	20120815.000
1605	0.0070	1.000	145.71	85.65	8.84	20220428.89414	20120815.000
1606	0.0045	1.000	138.76	76.74	6.85	20310904.41882	20120815.000
1607	0.0047	1.000	147.51	99.51	354.90	20290427.49579	20120815.000
1608	0.0053	1.000	143.04	84.62	353.97	20240912.06663	20120815.000
1609	0.0056	1.000	144.42	72.05	0.54	20230424.41524	20120815.000
1610	0.0053	1.000	141.48	88.70	2.09	20220504.40775	20120815.000
1611	0.0050	1.000	143.85	83.12	7.29	20270509.00791	20120815.000
1612	0.0053	1.000	144.08	77.50	308.41	20280310.57932	20120815.000
1613	0.0049	1.000	144.28	74.53	339.85	20301110.15421	20120815.000
1614	0.0053	1.000	144.93	89.63	4.56	20230922.99811	20120815.000
1615	0.0065	1.000	143.57	99.10	301.41	20301031.13025	20120815.000
1616	0.0068	1.000	145.12	82.99	19.73	20251118.39190	20120815.000
1617	0.0087	1.000	144.79	80.58	10.20	20290831.18784	20120815.000
1618	0.0054	1.000	145.81	78.31	24.65	20281022.88029	20120815.000
1619	0.0046	1.000	145.48	74.70	10.27	20280311.76870	20120815.000
1620	0.0064	1.000	142.26	56.45	8.43	20231128.77557	20120815.000
1621	0.0054	1.000	138.61	92.97	9.11	20231202.69215	20120815.000
1622	0.0045	1.000	135.82	52.24	350.86	20290427.45446	20120815.000
1623	0.0047	1.000	144.40	80.26	8.55	20281212.55953	20120815.000
1624	0.0052	1.000	144.46	79.06	341.93	20300726.11404	20120815.000
1625	0.0066	1.000	143.92	82.06	19.97	20251007.86446	20120815.000
1626	0.0050	1.000	143.54	75.61	9.21	20220130.18716	20120815.000
1627	0.0062	1.000	132.32	83.64	7.23	20260529.19127	20120815.000
1628	0.0046	1.000	138.86	93.64	10.90	20221115.04645	20120815.000
1629	0.0080	1.000	139.78	86.83	17.20	20250326.53656	20120815.000
1630	0.0048	1.000	142.65	81.37	338.41	20250311.73654	20120815.000
1631	0.0052	1.000	138.80	85.20	347.13	20311003.03578	20120815.000
1632	0.0075	1.000	145.10	86.52	12.52	20270630.81507	20120815.000
1633	0.0062	1.000	143.36	73.75	343.67	20220918.51253	20120815.000
1634	0.0065	1.000	145.13	81.30	356.90	20251129.69435	20120815.000
1635	0.0057	1.000	144.44	82.22	2.99	20260626.49213	20120815.000
1636	0.0056	1.000	142.56	85.20	16.78	20230316.04022	20120815.000
1637	0.0053	1.000	147.36	107.62	1.15	20310311.42707	20120815.000
1638	0.0046	1.000	141.21	83.11	354.81	20290326.75056	20120815.000
1639	0.0062	1.000	143.15	84.22	8.01	20240913.11568	20120815.000
1640	0.0057	1.000	147.51	87.85	15.30	20280618.41219	20120815.000
1641	0.0050	1.000	145.78	77.48	311.55	20261216.18839	20120815.000
1642	0.0083	1.000	143.69	83.11	357.53	20241015.92355	20120815.000
1643	0.0053	1.000	144.75	69.82	8.86	20250416.18844	20120815.000
1644	0.0046	1.000	146.43	89.83	353.43	20271201.47481	20120815.000
1645	0.0055	1.000	144.72	89.32	9.25	20310325.15312	20120815.000
1646	0.0051	1.000	142.89	85.62	4.66	20260803.61228	20120815.000
1647	0.0054	1.000	143.16	54.22	4.21	20230130.37438	20120815.000
1648	0.0052	1.000	133.49	77.08	0.19	20270208.95450	20120815.000
1649	0.0054	1.000	144.97	85.05	19.21	20221002.77038	20120815.000
1650	0.0054	1.000	144.03	76.07	1.09	20250502.98236	20120815.000
1651	0.0054	1.000	144.46	76.78	355.48	20261101.67264	20120815.000
1652	0.0080	1.000	141.05	85.08	12.87	20220813.17998	20120815.000
1653	0.0053	1.000	140.96	75.56	7.77	20250223.22916	20120815.000
1654	0.0054	1.000	145.66	98.26	356.65	20221001.07036	20120815.000
1655	0.0050	1.000	143.20	82.48	5.14	20240830.03331	20120815.000
1656	0.0087	1.000	139.51	85.33	13.58	20271208.92325	20120815.000
1657	0.0070	1.000	143.51	86.61	6.55	20240919.47885	20120815.000
1658	0.0053	1.000	144.66	68.17	16.10	20250416.67440	20120815.000
1659	0.0050	1.000	145.92	64.66	336.48	20260305.68149	20120815.000
1660	0.0053	1.000	145.87	71.02	0.13	20270418.64109	20120815.000
1661	0.0045	1.000	146.95	47.32	6.09	20311217.95770	20120815.000
1662	0.0072	1.000	143.08	86.23	346.57	20260513.14633	20120815.000
1663	0.0079	1.000	138.81	81.53	4.18	20270624.92051	20120815.000
1664	0.0059	1.000	147.33	86.78	8.30	20241129.69362	20120815.000
1665	0.0053	1.000	145.86	75.87	7.40	20250902.43191	20120815.000
1666	0.0076	1.000	142.74	88.25	1.67	20290329.63515	20120815.000
1667	0.0049	1.000	143.26	85.40	359.27	20240920.66666	20120815.000
1668	0.0055	1.000	132.49	90.29	3.85	20251107.78609	20120815.000
1669	0.0054	1.000	142.84	89.71	310.44	20241112.49942	20120815.000
1670	0.0051	1.000	138.98	87.27	357.23	20220210.28185	20120815.000
1671	0.0052	1.000	145.16	70.76	8.25	20240511.23740	20120815.000
1672	0.0054	1.000	138.67	79.78	0.03	20221108.90855	20120815.000
1673	0.0060	1.000	145.84	83.37	352.18	20231113.66066	20120815.000
1674	0.0051	1.000	141.60	55.25	7.65	20230815.18560	20120815.000
1675	0.0051	1.000	145.90	91.23	335.95	20310131.44904	20120815.000
1676	0.0077	1.000	144.85	90.61	8.40	20271121.51312	20120815.000
1677	0.0053	1.000	144.93	86.39	350.05	20270408.27635	20120815.000
1678	0.0087	1.000	146.00	75.40	3.99	20250904.85619	20120815.000
1679	0.0053	1.000	144.03	93.30	5.36	20250406.42663	20120815.000
1680	0.0059	1.000	142.42	57.72	330.91	20250619.06054	20120815.000
1681	0.0051	1.000	142.42	64.13	302.94	20271212.97301	20120815.000
1682	0.0056	1.000	144.24	74.52	7.78	20260110.01977	20120815.000
1683	0.0052	1.000	142.12	36.68	349.63	20310303.93037	20120815.000
1684	0.0069	1.000	147.54	71.01	9.63	20291214.91631	20120815.000
1685	0.0048	1.000	144.10	61.92	0.92	20250527.88272	20120815.000
1686	0.0066	1.000	133.92	74.83	19.97	20280809.33800	20120815.000
1687	0.0060	1.000	144.20	74.23	6.47	20301013.02219	20120815.000
1688	0.0053	1.000	142.05	76.72	14.94	20301110.07564	20120815.000
1689	0.0052	1.000	141.61	56.84	0.08	20270618.91112	20120815.000
1690	0.0098	1.000	144.56	89.66	333.89	20250605.84507	20120815.000
1691	0.0053	1.000	142.56	41.84	0.86	20280913.54219	20120815.000
1692	0.0052	1.000	136.44	85.45	334.16	20270625.82940	20120815.000
1693	0.0051	1.000	147.60	85.51	354.57	20240205.16664	20120815.000
1694	0.0064	1.000	146.32	66.32	8.77	20300824.06431	20120815.000
1695	0.0059	1.000	145.66	67.25	9.09	20250318.71485	20120815.000
1696	0.0059	1.000	145.93	82.54	354.44	20290209.64586	20120815.000
1697	0.0053	1.000	139.87	69.53	4.78	20310914.29397	20120815.000
1698	0.0042	1.000	147.52	35.63	355.18	20300525.67461	20120815.000
1699	0.0050	1.000	145.07	83.40	344.74	20220721.53484	20120815.000
1700	0.0055	1.000	144.94	88.26	35.57	20240502.17281	20120815.000
1701	0.0057	1.000	132.51	104.15	18.44	20230509.77532	20120815.000
1702	0.0050	1.000	146.00	106.95	3.28	20310122.19701	20120815.000
1703	0.0050	1.000	142.40	62.92	2.71	20250721.48399	20120815.000
1704	0.0053	1.000	145.19	47.66	351.22	20260716.46067	20120815.000
1705	0.0051	1.000	144.80	81.03	19.84	20290914.97390	20120815.000
1706	0.0055	1.000	141.97	92.17	5.62	20220309.62956	20120815.000
1707	0.0053	1.000	140.48	76.03	351.55	20300513.64700	20120815.000
1708	0.0046	1.000	143.14	84.20	19.37	20240217.15852	20120815.000
1709	0.0054	1.000	145.59	89.74	4.79	20250315.22632	20120815.000
1710	0.0056	1.000	144.34	63.90	18.44	20280426.79201	20120815.000
1711	0.0051	1.000	144.94	80.37	0.97	20230618.02968	20120815.000
1712	0.0060	1.000	146.14	89.98	351.38	20280322.34650	20120815.000
1713	0.0046	1.000	145.45	88.20	13.91	20291029.46375	20120815.000
1714	0.0055	1.000	145.72	94.72	3.87	20280315.84638	20120815.000
1715	0.0067	1.000	142.38	82.10	2.88	20281011.14986	20120815.000
1716	0.0056	1.000	149.56	81.97	352.56	20260419.67911	20120815.000
1717	0.0069	1.000	145.36	82.43	2.82	20311212.47823	20120815.000
1718	0.0056	1.000	145.80	72.38	302.51	20290809.63001	20120815.000
1719	0.0074	1.000	142.56	88.66	311.09	20300921.88826	20120815.000
1720	0.0048	1.000	145.46	68.98	357.87	20230727.13388	20120815.000
1721	0.0073	1.000	143.16	86.37	1.16	20280103.50972	20120815.000
1722	0.0091	1.000	144.76	83.53	354.94	20290311.39843	20120815.000
1723	0.0046	1.000	143.54	51.90	0.53	20290415.22937	20120815.000
1724	0.0049	1.000	144.39	94.20	12.88	20300319.18255	20120815.000
1725	0.0051	1.000	143.31	81.86	6.45	20290409.02535	20120815.000
1726	0.0054	1.000	145.58	48.09	356.05	20270802.99895	20120815.000
1727	0.0052	1.000	144.56	81.04	358.97	20250309.52911	20120815.000
1728	0.0051	1.000	145.45	81.39	10.56	20290823.33617	20120815.000
1729	0.0046	1.000	145.21	64.50	328.94	20300101.49407	20120815.000
1730	0.0053	1.000	144.79	80.90	9.75	20300407.03519	20120815.000
1731	0.0059	1.000	134.70	80.23	357.79	20250322.15486	20120815.000
1732	0.0058	1.000	144.32	98.65	7.19	20220807.51228	20120815.000
1733	0.0054	1.000	144.72	109.20	16.62	20300216.23263	20120815.000
1734	0.0073	1.000	142.68	84.54	0.23	20220207.98830	20120815.000
1735	0.0052	1.000	144.61	57.33	7.07	20230226.91010	20120815.000
1736	0.0053	1.000	143.40	68.16	9.51	20230613.94120	20120815.000
1737	0.0052	1.000	144.94	86.83	330.86	20240408.25157	20120815.000
1738	0.0094	1.000	145.29	30.25	9.14	20311127.51265	20120815.000
1739	0.0050	1.000	144.88	87.31	341.03	20290831.68271	20120815.000
1740	0.0061	1.000	143.66	44.81	358.63	20270104.57367	20120815.000
1741	0.0059	1.000	143.59	85.04	2.61	20280226.96012	20120815.000
1742	0.0048	1.000	145.50	76.63	6.39	20280726.05252	20120815.000
1743	0.0067	1.000	133.30	85.39	3.30	20260428.91581	20120815.000
1744	0.0077	1.000	143.15	66.64	3.56	20270421.28745	20120815.000
1745	0.0052	1.000	145.65	70.10	1.70	20281115.47385	20120815.000
1746	0.0055	1.000	145.29	80.71	311.43	20311212.33851	20120815.000
1747	0.0045	1.000	144.86	83.84	5.08	20260406.15993	20120815.000
1748	0.0060	1.000	142.78	97.98	16.96	20290204.27247	20120815.000
1749	0.0052	1.000	146.02	92.57	11.68	20220702.99876	20120815.000
1750	0.0063	1.000	145.44	82.45	356.70	20230127.62751	20120815.000
1751	0.0050	1.000	144.14	82.37	1.13	20251230.81292	20120815.000
1752	0.0064	1.000	140.71	67.09	322.59	20310210.61970	20120815.000
1753	0.0083	1.000	145.96	79.08	3.31	20271129.85697	20120815.000
1754	0.0071	1.000	143.65	75.47	358.75	20230810.38275	20120815.000
1755	0.0046	1.000	142.48	90.42	7.44	20240924.32435	20120815.000
1756	0.0061	1.000	144.34	97.53	337.30	20280204.45810	20120815.000
1757	0.0055	1.000	143.19	61.26	9.64	20290526.45359	20120815.000
1758	0.0051	1.000	145.12	86.77	351.73	20260907.43731	20120815.000
1759	0.0053	1.000	143.09	60.25	354.80	20250109.83550	20120815.000
1760	0.0054	1.000	145.10	60.42	349.09	20310612.99639	20120815.000
1761	0.0052	1.000	142.20	63.01	357.80	20300311.51870	20120815.000
1762	0.0051	1.000	144.03	82.42	35.53	20271013.01010	20120815.000
1763	0.0049	1.000	144.88	81.31	354.65	20301004.84523	20120815.000
1764	0.0056	1.000	143.63	79.71	338.09	20230204.59602	20120815.000
1765	0.0078	1.000	145.69	83.04	348.29	20290730.96456	20120815.000
1766	0.0085	1.000	144.00	71.17	4.53	20270715.81096	20120815.000
1767	0.0049	1.000	143.34	68.43	329.38	20280312.75441	20120815.000
1768	0.0085	1.000	146.47	84.80	1.54	20300106.24990	20120815.000
1769	0.0046	1.000	144.62	92.80	5.45	20250908.97481	20120815.000
1770	0.0056	1.000	144.53	81.13	344.16	20291120.17414	20120815.000
1771	0.0058	1.000	145.01	61.15	9.25	20250514.21135	20120815.000
1772	0.0049	1.000	141.66	85.76	0.28	20220519.58639	20120815.000
1773	0.0047	1.000	144.00	82.36	337.05	20240906.05025	20120815.000
1774	0.0066	1.000	145.85	87.67	352.02	20300107.33918	20120815.000
1775	0.0050	1.000	145.82	87.66	21.62	20250209.29428	20120815.000
1776	0.0053	1.000	145.87	82.46	359.77	20230607.68455	20120815.000
1777	0.0049	1.000	144.96	71.85	19.53	20230309.11580	20120815.000
1778	0.0055	1.000	143.09	80.80	356.61	20221103.27514	20120815.000
1779	0.0052	1.000	142.06	81.15	7.01	20220503.65211	20120815.000
1780	0.0046	1.000	144.61	75.10	356.04	20250611.54409	20120815.000
1781	0.0066	1.000	145.70	81.31	7.26	20300323.89545	20120815.000
1782	0.0063	1.000	144.50	74.87	14.10	20240902.53939	20120815.000
1783	0.0052	1.000	144.69	86.10	316.81	20250719.53463	20120815.000
1784	0.0052	1.000	145.22	54.09	0.39	20311227.13277	20120815.000
1785	0.0049	1.000	138.12	83.29	0.05	20251030.16953	20120815.000
1786	0.0047	1.000	140.31	70.30	8.34	20271225.52328	20120815.000
1787	0.0057	1.000	141.32	67.93	12.25	20230522.87134	20120815.000
1788	0.0052	1.000	142.77	89.61	357.30	20300225.45448	20120815.000
1789	0.0069	1.000	133.11	73.42	7.63	20270516.07978	20120815.000
1790	0.0051	1.000	140.16	98.15	7.80	20310130.86369	20120815.000
1791	0.0053	1.000	145.84	98.23	356.18	20260314.97213	20120815.000
1792	0.0055	1.000	145.33	87.55	358.19	20270709.37916	20120815.000
1793	0.0062	1.000	146.63	72.99	310.95	20291224.06911	20120815.000
1794	0.0047	1.000	143.94	82.32	9.98	20250223.56711	20120815.000
1795	0.0078	1.000	142.72	84.36	3.57	20291024.98381	20120815.000
1796	0.0072	1.000	142.26	69.51	1.11	20311208.92323	20120815.000
1797	0.0054	1.000	139.72	62.78	38.03	20300926.06146	20120815.000
1798	0.0079	1.000	144.89	88.36	8.89	20280816.87935	20120815.000
1799	0.0059	1.000	132.76	91.40	351.59	20290402.72529	20120815.000
1800	0.0059	1.000	143.24	89.57	338.22	20290617.80441	20120815.000
1801	0.0051	1.000	140.34	80.64	343.26	20260718.46990	20120815.000
1802	0.0074	1.000	142.39	80.91	5.20	20310617.24328	20120815.000
1803	0.0070	1.000	141.14	76.43	3.58	20260205.66909	20120815.000
1804	0.0053	1.000	143.29	83.45	1.40	20271116.74427	20120815.000
1805	0.0073	1.000	143.72	90.50	337.42	20241105.68799	20120815.000
1806	0.0059	1.000	145.47	86.46	15.90	20260826.27385	20120815.000
1807	0.0052	1.000	138.37	73.35	7.00	20271025.93431	20120815.000
1808	0.0059	1.000	142.40	83.86	11.81	20230814.39670	20120815.000
1809	0.0054	1.000	143.95	60.76	327.59	20230503.87509	20120815.000
1810	0.0049	1.000	143.18	83.33	8.65	20251122.47793	20120815.000
1811	0.0053	1.000	134.47	84.40	13.68	20250824.19944	20120815.000
1812	0.0051	1.000	142.08	75.11	4.38	20260211.21972	20120815.000
1813	0.0053	1.000	137.75	97.10	358.35	20270611.10314	20120815.000
1814	0.0052	1.000	144.58	85.05	2.33	20260523.98766	20120815.000
1815	0.0075	1.000	145.54	76.17	1.20	20300613.24499	20120815.000
1816	0.0050	1.000	145.97	46.59	8.87	20300506.52613	20120815.000
1817	0.0054	1.000	135.93	61.72	15.15	20310611.93531	20120815.000
1818	0.0076	1.000	143.50	84.67	5.79	20230402.62245	20120815.000
1819	0.0060	1.000	143.33	89.59	9.55	20310312.15463	20120815.000
1820	0.0051	1.000	147.34	66.78	7.60	20300214.07829	20120815.000
1821	0.0053	1.000	146.99	107.27	337.08	20231004.65929	20120815.000
1822	0.0066	1.000	144.97	81.63	10.92	20311013.25674	20120815.000
1823	0.0054	1.000	140.80	88.45	2.47	20270204.86765	20120815.000
1824	0.0078	1.000	144.87	90.68	358.36	20270607.08031	20120815.000
1825	0.0051	1.000	142.69	63.46	5.67	20280630.98387	20120815.000
1826	0.0059	1.000	144.72	86.34	17.64	20260903.33709	20120815.000
1827	0.0046	1.000	146.59	80.17	3.53	20220915.80889	20120815.000
1828	0.0053	1.000	144.28	75.50	1.31	20280109.95413	20120815.000
1829	0.0049	1.000	146.92	83.72	3.43	20220410.82258	20120815.000
1830	0.0081	1.000	143.98	82.17	10.24	20250216.15395	20120815.000
1831	0.0050	1.000	145.49	88.07	13.73	20310914.56969	20120815.000
1832	0.0054	1.000	145.75	83.51	18.23	20280304.21296	20120815.000
1833	0.0058	1.000	145.75	83.95	334.43	20261121.25699	20120815.000
1834	0.0057	1.000	146.11	67.51	327.30	20220729.04432	20120815.000
1835	0.0047	1.000	142.38	80.67	357.61	20230824.36355	20120815.000
1836	0.0055	1.000	146.50	81.07	4.02	20290606.70720	20120815.000
1837	0.0056	1.000	147.76	77.67	8.94	20281107.57914	20120815.000
1838	0.0051	1.000	145.64	78.34	7.78	20260826.85388	20120815.000
1839	0.0050	1.000	144.11	102.40	356.12	20220605.59383	20120815.000
1840	0.0050	1.000	145.07	68.79	356.43	20261208.06634	20120815.000
1841	0.0050	1.000	142.49	90.26	358.09	20250608.52601	20120815.000
1842	0.0059	1.000	143.79	81.81	1.76	20250724.96087	20120815.000
1843	0.0079	1.000	144.42	80.18	4.72	20220419.90229	20120815.000
1844	0.0097	1.000	144.90	46.18	343.25	20260104.88796	20120815.000
1845	0.0071	1.000	144.46	86.57	5.15	20230308.51082	20120815.000
1846	0.0053	1.000	140.64	76.28	35.45	20231019.30880	20120815.000
1847	0.0074	1.000	142.84	81.19	330.11	20281212.39291	20120815.000
1848	0.0066	1.000	145.76	31.84	4.76	20221010.88843	20120815.000
1849	0.0059	1.000	145.39	82.36	10.76	20281101.03663	20120815.000
1850	0.0058	1.000	140.49	80.30	341.79	20230911.28243	20120815.000
1851	0.0055	1.000	144.30	83.54	26.47	20280829.66510	20120815.000
1852	0.0051	1.000	143.59	88.02	6.80	20270604.37456	20120815.000
1853	0.0057	1.000	145.35	84.17	356.61	20280805.51042	20120815.000
1854	0.0051	1.000	144.15	79.56	323.22	20270510.31514	20120815.000
1855	0.0058	1.000	144.40	80.32	15.45	20270904.23647	20120815.000
1856	0.0047	1.000	145.18	79.72	357.95	20260826.48058	20120815.000
1857	0.0075	1.000	144.56	76.92	17.29	20300418.21013	20120815.000
1858	0.0052	1.000	142.64	85.59	5.34	20260328.73752	20120815.000
1859	0.0054	1.000	144.29	88.23	2.56	20280913.97214	20120815.000
1860	0.0045	1.000	144.40	87.55	9.15	20310209.13873	20120815.000
1861	0.0072	1.000	141.25	83.82	4.33	20231101.54799	20120815.000
1862	0.0051	1.000	132.82	84.88	353.78	20260711.06951	20120815.000
1863	0.0048	1.000	144.37	70.95	5.75	20291025.67516	20120815.000
1864	0.0049	1.000	144.52	51.57	331.37	20290219.87847	20120815.000
1865	0.0069	1.000	142.85	43.84	1.12	20290311.51028	20120815.000
1866	0.0054	1.000	142.72	71.13	4.57	20270205.94892	20120815.000
1867	0.0049	1.000	143.78	87.10	0.82	20270421.37898	20120815.000
1868	0.0061	1.000	145.78	87.08	2.57	20221226.22784	20120815.000
1869	0.0058	1.000	145.25	83.61	356.32	20230309.48267	20120815.000
1870	0.0045	1.000	142.06	74.02	26.61	20240408.76081	20120815.000
1871	0.0068	1.000	142.74	79.63	318.95	20240401.54391	20120815.000
1872	0.0060	1.000	145.07	82.13	322.07	20230824.08938	20120815.000
1873	0.0053	1.000	141.60	70.19	17.12	20270423.72102	20120815.000
1874	0.0051	1.000	144.41	64.51	4.81	20261203.83983	20120815.000
1875	0.0055	1.000	145.88	83.76	6.89	20280223.41103	20120815.000
1876	0.0051	1.000	144.51	99.54	332.84	20260202.88545	20120815.000
1877	0.0053	1.000	145.25	41.00	1.50	20290705.63744	20120815.000
1878	0.0066	1.000	142.18	72.09	2.83	20270712.02108	20120815.000
1879	0.0056	1.000	133.13	89.50	12.17	20261115.64703	20120815.000
1880	0.0052	1.000	147.66	71.44	9.27	20240826.58253	20120815.000
1881	0.0070	1.000	144.18	85.04	8.56	20240401.10975	20120815.000
1882	0.0060	1.000	141.04	72.97	4.40	20260115.69978	20120815.000
1883	0.0054	1.000	144.75	82.87	9.54	20231118.50632	20120815.000
1884	0.0091	1.000	145.93	72.59	24.68	20251105.76985	20120815.000
1885	0.0072	1.000	142.00	75.26	1.66	20230304.71786	20120815.000
1886	0.0051	1.000	139.93	67.91	2.85	20240303.16181	20120815.000
1887	0.0050	1.000	142.33	51.86	318.32	20300930.49492	20120815.000
1888	0.0049	1.000	145.41	76.47	2.40	20310913.05625	20120815.000
1889	0.0047	1.000	143.84	73.89	18.79	20241228.07384	20120815.000
1890	0.0052	1.000	145.87	85.16	347.69	20280601.48049	20120815.000
1891	0.0043	1.000	145.65	72.28	0.61	20220712.59363	20120815.000
1892	0.0054	1.000	142.42	89.45	3.03	20231017.47093	20120815.000
1893	0.0080	1.000	140.03	88.29	4.34	20280807.66049	20120815.000
1894	0.0052	1.000	143.41	49.29	7.92	20300112.55419	20120815.000
1895	0.0063	1.000	143.26	100.12	342.16	20260916.45521	20120815.000
1896	0.0068	1.000	142.44	86.37	337.11	20270616.78443	20120815.000
1897	0.0067	1.000	144.07	72.86	14.61	20300313.37937	20120815.000
1898	0.0055	1.000	139.90	52.94	0.25	20231227.42582	20120815.000
1899	0.0054	1.000	145.02	87.79	8.94	20260924.54569	20120815.000
1900	0.0049	1.000	143.66	83.35	2.18	20260519.96985	20120815.000
1901	0.0050	1.000	136.05	88.20	336.18	20290426.64163	20120815.000
1902	0.0059	1.000	146.63	82.64	2.82	20240829.77256	20120815.000
1903	0.0050	1.000	142.13	105.06	355.43	20220512.93889	20120815.000
1904	0.0079	1.000	149.95	71.32	1.87	20220815.57918	20120815.000
1905	0.0052	1.000	143.68	51.71	348.22	20221116.00413	20120815.000
1906	0.0053	1.000	144.65	73.42	3.91	20221218.25183	20120815.000
1907	0.0059	1.000	137.08	83.94	3.56	20301007.57571	20120815.000
1908	0.0053	1.000	144.18	87.10	356.45	20310916.83252	20120815.000
1909	0.0046	1.000	144.75	85.35	352.04	20310818.26257	20120815.000
1910	0.0069	1.000	145.41	93.65	351.47	20240119.70801	20120815.000
